,index,Iso3,StartDate,EndDate,Area,Item Code,Item,Element,Year,Months Code,Months,Value
681,1045,MYS,01/06/2017,30/06/2017,Malaysia,125,Cassava,Producer Price (LCU/tonne),2017,7006,June,1300
682,1046,MYS,01/07/2017,31/07/2017,Malaysia,125,Cassava,Producer Price (LCU/tonne),2017,7007,July,1300
683,1047,MYS,01/08/2017,31/08/2017,Malaysia,125,Cassava,Producer Price (LCU/tonne),2017,7008,August,1300
684,1048,MYS,01/09/2017,30/09/2017,Malaysia,125,Cassava,Producer Price (LCU/tonne),2017,7009,September,1300
685,1049,MYS,01/10/2017,31/10/2017,Malaysia,125,Cassava,Producer Price (LCU/tonne),2017,7010,October,1300
686,1050,MYS,01/11/2017,30/11/2017,Malaysia,125,Cassava,Producer Price (LCU/tonne),2017,7011,November,1350
687,1051,MYS,01/12/2017,31/12/2017,Malaysia,125,Cassava,Producer Price (LCU/tonne),2017,7012,December,1400
688,1052,MYS,01/01/2018,31/12/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7021,Annual value,900
689,1053,MYS,01/01/2018,31/01/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7001,January,1000
690,1054,MYS,01/02/2018,28/02/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7002,February,950
691,1055,MYS,01/03/2018,31/03/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7003,March,950
692,1056,MYS,01/04/2018,30/04/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7004,April,950
693,1057,MYS,01/05/2018,31/05/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7005,May,950
694,1058,MYS,01/06/2018,30/06/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7006,June,950
695,1059,MYS,01/07/2018,31/07/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7007,July,850
696,1060,MYS,01/08/2018,31/08/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7008,August,850
697,1061,MYS,01/09/2018,30/09/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7009,September,850
698,1062,MYS,01/10/2018,31/10/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7010,October,850
699,1063,MYS,01/11/2018,30/11/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7011,November,850
700,1064,MYS,01/12/2018,31/12/2018,Malaysia,125,Cassava,Producer Price (LCU/tonne),2018,7012,December,1000
701,1065,MYS,01/01/2019,31/12/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7021,Annual value,1100
702,1066,MYS,01/01/2019,31/01/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7001,January,1100
703,1067,MYS,01/02/2019,28/02/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7002,February,1100
704,1068,MYS,01/03/2019,31/03/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7003,March,1150
705,1069,MYS,01/04/2019,30/04/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7004,April,1150
706,1070,MYS,01/05/2019,31/05/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7005,May,1150
707,1071,MYS,01/06/2019,30/06/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7006,June,1150
708,1072,MYS,01/07/2019,31/07/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7007,July,1150
709,1073,MYS,01/08/2019,31/08/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7008,August,1100
710,1074,MYS,01/09/2019,30/09/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7009,September,1100
711,1075,MYS,01/10/2019,31/10/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7010,October,1100
712,1076,MYS,01/11/2019,30/11/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7011,November,1100
713,1077,MYS,01/12/2019,31/12/2019,Malaysia,125,Cassava,Producer Price (LCU/tonne),2019,7012,December,1100
714,1078,MYS,01/01/2020,31/12/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7021,Annual value,1150
715,1079,MYS,01/01/2020,31/01/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7001,January,1150
716,1080,MYS,01/02/2020,29/02/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7002,February,1200
717,1081,MYS,01/03/2020,31/03/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7003,March,1200
718,1082,MYS,01/04/2020,30/04/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7004,April,1250
719,1083,MYS,01/05/2020,31/05/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7005,May,1250
720,1084,MYS,01/06/2020,30/06/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7006,June,1200
721,1085,MYS,01/07/2020,31/07/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7007,July,1200
722,1086,MYS,01/08/2020,31/08/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7008,August,1250
723,1087,MYS,01/09/2020,30/09/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7009,September,1150
724,1088,MYS,01/10/2020,31/10/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7010,October,1150
725,1089,MYS,01/11/2020,30/11/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7011,November,1100
726,1090,MYS,01/12/2020,31/12/2020,Malaysia,125,Cassava,Producer Price (LCU/tonne),2020,7012,December,1050
727,1176,MYS,01/01/2004,31/12/2004,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2004,7021,Annual value,3280
728,1177,MYS,01/01/2005,31/12/2005,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2005,7021,Annual value,3040
729,1178,MYS,01/01/2006,31/12/2006,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2006,7021,Annual value,3200
730,1179,MYS,01/01/2007,31/12/2007,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2007,7021,Annual value,5000
731,1180,MYS,01/01/2008,31/12/2008,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2008,7021,Annual value,4050
732,1181,MYS,01/01/2009,31/12/2009,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2009,7021,Annual value,4050
733,1182,MYS,01/01/2010,31/12/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7021,Annual value,3400
734,1183,MYS,01/01/2010,31/01/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7001,January,3500
735,1184,MYS,01/02/2010,28/02/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7002,February,3250
736,1185,MYS,01/03/2010,31/03/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7003,March,3450
737,1186,MYS,01/04/2010,30/04/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7004,April,3650
738,1187,MYS,01/05/2010,31/05/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7005,May,3850
739,1188,MYS,01/06/2010,30/06/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7006,June,4000
740,1189,MYS,01/07/2010,31/07/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7007,July,3850
741,1190,MYS,01/08/2010,31/08/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7008,August,3700
742,1191,MYS,01/09/2010,30/09/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7009,September,3250
743,1192,MYS,01/10/2010,31/10/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7010,October,3550
744,1193,MYS,01/11/2010,30/11/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7011,November,4300
745,1194,MYS,01/12/2010,31/12/2010,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2010,7012,December,4500
746,1195,MYS,01/01/2011,31/12/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7021,Annual value,3350
747,1196,MYS,01/01/2011,31/01/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7001,January,2600
748,1197,MYS,01/02/2011,28/02/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7002,February,2900
749,1198,MYS,01/03/2011,31/03/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7003,March,3800
750,1199,MYS,01/04/2011,30/04/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7004,April,4700
751,1200,MYS,01/05/2011,31/05/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7005,May,4750
752,1201,MYS,01/06/2011,30/06/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7006,June,3400
753,1202,MYS,01/07/2011,31/07/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7007,July,2250
754,1203,MYS,01/08/2011,31/08/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7008,August,3250
755,1204,MYS,01/09/2011,30/09/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7009,September,3350
756,1205,MYS,01/10/2011,31/10/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7010,October,3350
757,1206,MYS,01/11/2011,30/11/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7011,November,2550
758,1207,MYS,01/12/2011,31/12/2011,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2011,7012,December,3000
759,1208,MYS,01/01/2012,31/12/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7021,Annual value,3350
760,1209,MYS,01/01/2012,31/01/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7001,January,3000
761,1210,MYS,01/02/2012,29/02/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7002,February,3000
762,1211,MYS,01/03/2012,31/03/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7003,March,3650
763,1212,MYS,01/04/2012,30/04/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7004,April,2750
764,1213,MYS,01/05/2012,31/05/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7005,May,3050
765,1214,MYS,01/06/2012,30/06/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7006,June,4550
766,1215,MYS,01/07/2012,31/07/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7007,July,4000
767,1216,MYS,01/08/2012,31/08/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7008,August,3500
768,1217,MYS,01/09/2012,30/09/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7009,September,3000
769,1218,MYS,01/10/2012,31/10/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7010,October,3000
770,1219,MYS,01/11/2012,30/11/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7011,November,3000
771,1220,MYS,01/12/2012,31/12/2012,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2012,7012,December,3950
772,1221,MYS,01/01/2013,31/12/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7021,Annual value,3600
773,1222,MYS,01/01/2013,31/01/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7001,January,3850
774,1223,MYS,01/02/2013,28/02/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7002,February,3750
775,1224,MYS,01/03/2013,31/03/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7003,March,3750
776,1225,MYS,01/04/2013,30/04/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7004,April,3550
777,1226,MYS,01/05/2013,31/05/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7005,May,3750
778,1227,MYS,01/06/2013,30/06/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7006,June,3650
779,1228,MYS,01/07/2013,31/07/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7007,July,3650
780,1229,MYS,01/08/2013,31/08/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7008,August,3500
781,1230,MYS,01/09/2013,30/09/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7009,September,3250
782,1231,MYS,01/10/2013,31/10/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7010,October,3250
783,1232,MYS,01/11/2013,30/11/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7011,November,3500
784,1233,MYS,01/12/2013,31/12/2013,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2013,7012,December,3750
785,1234,MYS,01/01/2014,31/12/2014,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2014,7021,Annual value,3500
786,1235,MYS,01/01/2014,31/01/2014,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2014,7001,January,3650
787,1236,MYS,01/01/2015,31/12/2015,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2015,7021,Annual value,3700
788,1237,MYS,01/01/2016,31/12/2016,Malaysia,393,Cauliflowers and broccoli,Producer Price (LCU/tonne),2016,7021,Annual value,4350
789,1315,MYS,01/01/2004,31/12/2004,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2004,7021,Annual value,3180
790,1316,MYS,01/01/2005,31/12/2005,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2005,7021,Annual value,3490
791,1317,MYS,01/01/2006,31/12/2006,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2006,7021,Annual value,3635
792,1318,MYS,01/01/2007,31/12/2007,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2007,7021,Annual value,3050
793,1319,MYS,01/01/2008,31/12/2008,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2008,7021,Annual value,3250
794,1320,MYS,01/01/2009,31/12/2009,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2009,7021,Annual value,3500
795,1321,MYS,01/01/2010,31/12/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7021,Annual value,4250
796,1322,MYS,01/01/2010,31/01/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7001,January,4700
797,1323,MYS,01/02/2010,28/02/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7002,February,5200
798,1324,MYS,01/03/2010,31/03/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7003,March,4750
799,1325,MYS,01/04/2010,30/04/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7004,April,4700
800,1326,MYS,01/05/2010,31/05/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7005,May,4700
801,1327,MYS,01/06/2010,30/06/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7006,June,5400
802,1328,MYS,01/07/2010,31/07/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7007,July,6450
803,1329,MYS,01/08/2010,31/08/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7008,August,6300
804,1330,MYS,01/09/2010,30/09/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7009,September,5750
805,1331,MYS,01/10/2010,31/10/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7010,October,5450
806,1332,MYS,01/11/2010,30/11/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7011,November,5950
807,1333,MYS,01/12/2010,31/12/2010,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2010,7012,December,5700
808,1334,MYS,01/01/2011,31/12/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7021,Annual value,4150
809,1335,MYS,01/01/2011,31/01/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7001,January,3900
810,1336,MYS,01/02/2011,28/02/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7002,February,4000
811,1337,MYS,01/03/2011,31/03/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7003,March,3500
812,1338,MYS,01/04/2011,30/04/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7004,April,3600
813,1339,MYS,01/05/2011,31/05/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7005,May,3500
814,1340,MYS,01/06/2011,30/06/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7006,June,3800
815,1341,MYS,01/07/2011,31/07/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7007,July,3950
816,1342,MYS,01/08/2011,31/08/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7008,August,4050
817,1343,MYS,01/09/2011,30/09/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7009,September,4000
818,1344,MYS,01/10/2011,31/10/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7010,October,5250
819,1345,MYS,01/11/2011,30/11/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7011,November,5200
820,1346,MYS,01/12/2011,31/12/2011,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2011,7012,December,4900
821,1347,MYS,01/01/2012,31/12/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7021,Annual value,4300
822,1348,MYS,01/01/2012,31/01/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7001,January,8100
823,1349,MYS,01/02/2012,29/02/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7002,February,6600
824,1350,MYS,01/03/2012,31/03/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7003,March,5150
825,1351,MYS,01/04/2012,30/04/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7004,April,4250
826,1352,MYS,01/05/2012,31/05/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7005,May,4000
827,1353,MYS,01/06/2012,30/06/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7006,June,3850
828,1354,MYS,01/07/2012,31/07/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7007,July,4650
829,1355,MYS,01/08/2012,31/08/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7008,August,4350
830,1356,MYS,01/09/2012,30/09/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7009,September,4600
831,1357,MYS,01/10/2012,31/10/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7010,October,6400
832,1358,MYS,01/11/2012,30/11/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7011,November,5900
833,1359,MYS,01/12/2012,31/12/2012,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2012,7012,December,5950
834,1360,MYS,01/01/2013,31/12/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7021,Annual value,4850
835,1361,MYS,01/01/2013,31/01/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7001,January,5150
836,1362,MYS,01/02/2013,28/02/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7002,February,5350
837,1363,MYS,01/03/2013,31/03/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7003,March,4950
838,1364,MYS,01/04/2013,30/04/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7004,April,4350
839,1365,MYS,01/05/2013,31/05/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7005,May,4800
840,1366,MYS,01/06/2013,30/06/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7006,June,5450
841,1367,MYS,01/07/2013,31/07/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7007,July,5250
842,1368,MYS,01/08/2013,31/08/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7008,August,5400
843,1369,MYS,01/09/2013,30/09/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7009,September,4050
844,1370,MYS,01/10/2013,31/10/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7010,October,4250
845,1371,MYS,01/11/2013,30/11/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7011,November,4550
846,1372,MYS,01/12/2013,31/12/2013,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2013,7012,December,4850
847,1373,MYS,01/01/2014,31/12/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7021,Annual value,4580
848,1374,MYS,01/01/2014,31/01/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7001,January,4850
849,1375,MYS,01/02/2014,28/02/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7002,February,4550
850,1376,MYS,01/03/2014,31/03/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7003,March,4400
851,1377,MYS,01/04/2014,30/04/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7004,April,4650
852,1378,MYS,01/05/2014,31/05/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7005,May,4300
853,1379,MYS,01/06/2014,30/06/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7006,June,3850
854,1380,MYS,01/07/2014,31/07/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7007,July,4150
855,1381,MYS,01/08/2014,31/08/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7008,August,4800
856,1382,MYS,01/09/2014,30/09/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7009,September,4700
857,1383,MYS,01/10/2014,31/10/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7010,October,4700
858,1384,MYS,01/11/2014,30/11/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7011,November,5000
859,1385,MYS,01/12/2014,31/12/2014,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2014,7012,December,5000
860,1386,MYS,01/01/2015,31/12/2015,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2015,7021,Annual value,5200
861,1387,MYS,01/01/2015,31/01/2015,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2015,7001,January,5800
862,1388,MYS,01/01/2016,31/12/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7021,Annual value,6300
863,1389,MYS,01/01/2016,31/01/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7001,January,4900
864,1390,MYS,01/02/2016,29/02/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7002,February,4400
865,1391,MYS,01/03/2016,31/03/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7003,March,4600
866,1392,MYS,01/04/2016,30/04/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7004,April,5750
867,1393,MYS,01/05/2016,31/05/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7005,May,6200
868,1394,MYS,01/06/2016,30/06/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7006,June,6000
869,1395,MYS,01/07/2016,31/07/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7007,July,5650
870,1396,MYS,01/08/2016,31/08/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7008,August,5150
871,1397,MYS,01/09/2016,30/09/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7009,September,4800
872,1398,MYS,01/10/2016,31/10/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7010,October,4550
873,1399,MYS,01/11/2016,30/11/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7011,November,5150
874,1400,MYS,01/12/2016,31/12/2016,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2016,7012,December,5800
875,1401,MYS,01/01/2017,31/12/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7021,Annual value,6010
876,1402,MYS,01/01/2017,31/01/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7001,January,6900
877,1403,MYS,01/02/2017,28/02/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7002,February,6450
878,1404,MYS,01/03/2017,31/03/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7003,March,5650
879,1405,MYS,01/04/2017,30/04/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7004,April,5500
880,1406,MYS,01/05/2017,31/05/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7005,May,4950
881,1407,MYS,01/06/2017,30/06/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7006,June,4900
882,1408,MYS,01/07/2017,31/07/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7007,July,5300
883,1409,MYS,01/08/2017,31/08/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7008,August,5250
884,1410,MYS,01/09/2017,30/09/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7009,September,6500
885,1411,MYS,01/10/2017,31/10/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7010,October,6450
886,1412,MYS,01/11/2017,30/11/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7011,November,6650
887,1413,MYS,01/12/2017,31/12/2017,Malaysia,401,"Chillies and peppers, green",Producer Price (LCU/tonne),2017,7012,December,7600
