Iso3,StartDate,EndDate,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Months Code,Months,Value
MYS,01/11/2013,30/11/2013,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2013,2013,7011,November,800
MYS,01/12/2013,31/12/2013,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2013,2013,7012,December,1100
MYS,01/01/2014,31/12/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,1210
MYS,01/01/2014,31/01/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7001,January,1150
MYS,01/02/2014,28/02/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7002,February,1100
MYS,01/03/2014,31/03/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7003,March,1250
MYS,01/04/2014,30/04/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7004,April,1400
MYS,01/05/2014,31/05/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7005,May,1250
MYS,01/06/2014,30/06/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7006,June,1300
MYS,01/07/2014,31/07/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7007,July,1400
MYS,01/08/2014,31/08/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7008,August,1250
MYS,01/09/2014,30/09/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7009,September,1250
MYS,01/10/2014,31/10/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7010,October,1000
MYS,01/11/2014,30/11/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7011,November,1020
MYS,01/12/2014,31/12/2014,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7012,December,1150
MYS,01/01/2015,31/12/2015,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,1250
MYS,01/01/2015,31/01/2015,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2015,2015,7001,January,1300
MYS,01/01/2016,31/12/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,1350
MYS,01/01/2016,31/01/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7001,January,1100
MYS,01/02/2016,29/02/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7002,February,1450
MYS,01/03/2016,31/03/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7003,March,1300
MYS,01/04/2016,30/04/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7004,April,1400
MYS,01/05/2016,31/05/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7005,May,1750
MYS,01/06/2016,30/06/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7006,June,1450
MYS,01/07/2016,31/07/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7007,July,1500
MYS,01/08/2016,31/08/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7008,August,1200
MYS,01/09/2016,30/09/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7009,September,1250
MYS,01/10/2016,31/10/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7010,October,1050
MYS,01/11/2016,30/11/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7011,November,1250
MYS,01/12/2016,31/12/2016,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7012,December,1350
MYS,01/01/2017,31/12/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,1270
MYS,01/01/2017,31/01/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7001,January,1200
MYS,01/02/2017,28/02/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7002,February,1450
MYS,01/03/2017,31/03/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7003,March,1050
MYS,01/04/2017,30/04/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7004,April,950
MYS,01/05/2017,31/05/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7005,May,1600
MYS,01/06/2017,30/06/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7006,June,1700
MYS,01/07/2017,31/07/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7007,July,1450
MYS,01/08/2017,31/08/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7008,August,1400
MYS,01/09/2017,30/09/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7009,September,950
MYS,01/10/2017,31/10/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7010,October,1000
MYS,01/11/2017,30/11/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7011,November,1200
MYS,01/12/2017,31/12/2017,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7012,December,1300
MYS,01/01/2018,31/12/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,1250
MYS,01/01/2018,31/01/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7001,January,1450
MYS,01/02/2018,28/02/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7002,February,1350
MYS,01/03/2018,31/03/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7003,March,1150
MYS,01/04/2018,30/04/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7004,April,1400
MYS,01/05/2018,31/05/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7005,May,1250
MYS,01/06/2018,30/06/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7006,June,1250
MYS,01/07/2018,31/07/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7007,July,1350
MYS,01/08/2018,31/08/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7008,August,1300
MYS,01/09/2018,30/09/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7009,September,1100
MYS,01/10/2018,31/10/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7010,October,1200
MYS,01/11/2018,30/11/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7011,November,1150
MYS,01/12/2018,31/12/2018,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7012,December,1050
MYS,01/01/2019,31/12/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,1250
MYS,01/01/2019,31/01/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7001,January,1000
MYS,01/02/2019,28/02/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7002,February,1150
MYS,01/03/2019,31/03/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7003,March,1100
MYS,01/04/2019,30/04/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7004,April,1450
MYS,01/05/2019,31/05/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7005,May,1650
MYS,01/06/2019,30/06/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7006,June,1700
MYS,01/07/2019,31/07/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7007,July,1450
MYS,01/08/2019,31/08/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7008,August,1100
MYS,01/09/2019,30/09/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7009,September,1000
MYS,01/10/2019,31/10/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7010,October,1200
MYS,01/11/2019,30/11/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7011,November,1200
MYS,01/12/2019,31/12/2019,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7012,December,1350
MYS,01/01/2020,31/12/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,1300
MYS,01/01/2020,31/01/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7001,January,1050
MYS,01/02/2020,29/02/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7002,February,950
MYS,01/03/2020,31/03/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7003,March,1050
MYS,01/04/2020,30/04/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7004,April,1000
MYS,01/05/2020,31/05/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7005,May,1300
MYS,01/06/2020,30/06/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7006,June,1850
MYS,01/07/2020,31/07/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7007,July,1500
MYS,01/08/2020,31/08/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7008,August,900
MYS,01/09/2020,30/09/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7009,September,1050
MYS,01/10/2020,31/10/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7010,October,1150
MYS,01/11/2020,30/11/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7011,November,1350
MYS,01/12/2020,31/12/2020,131,Malaysia,397,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7012,December,2150
MYS,01/01/2000,31/12/2000,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,921
MYS,01/01/2003,31/12/2003,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,1175
MYS,01/01/2004,31/12/2004,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,600
MYS,01/01/2005,31/12/2005,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,670
MYS,01/01/2006,31/12/2006,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,693
MYS,01/01/2007,31/12/2007,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,1900
MYS,01/01/2008,31/12/2008,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,800
MYS,01/01/2009,31/12/2009,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,850
MYS,01/01/2010,31/12/2010,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,950
MYS,01/01/2011,31/12/2011,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,1000
MYS,01/01/2012,31/12/2012,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,1000
MYS,01/01/2013,31/12/2013,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,1050
MYS,01/01/2014,31/12/2014,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,1210
MYS,01/01/2015,31/12/2015,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,1250
MYS,01/01/2016,31/12/2016,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,1350
MYS,01/01/2017,31/12/2017,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,1270
MYS,01/01/2018,31/12/2018,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,1250
MYS,01/01/2019,31/12/2019,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2019,2019,7021,Annual value,1250
MYS,01/01/2020,31/12/2020,131,Malaysia,397,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2020,2020,7021,Annual value,1300
MYS,01/01/2000,31/12/2000,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,242
MYS,01/01/2003,31/12/2003,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,309
MYS,01/01/2004,31/12/2004,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,158
MYS,01/01/2005,31/12/2005,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,177
MYS,01/01/2006,31/12/2006,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,189
MYS,01/01/2007,31/12/2007,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,553
MYS,01/01/2008,31/12/2008,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,240
MYS,01/01/2009,31/12/2009,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,241
MYS,01/01/2010,31/12/2010,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,295
MYS,01/01/2011,31/12/2011,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,327
MYS,01/01/2012,31/12/2012,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,324
MYS,01/01/2013,31/12/2013,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,333
MYS,01/01/2014,31/12/2014,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,370
MYS,01/01/2015,31/12/2015,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,320
MYS,01/01/2016,31/12/2016,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,325
MYS,01/01/2017,31/12/2017,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,295
MYS,01/01/2018,31/12/2018,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2018,2018,7021,Annual value,310
MYS,01/01/2019,31/12/2019,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2019,2019,7021,Annual value,302
MYS,01/01/2020,31/12/2020,131,Malaysia,397,Cucumbers and gherkins,5532,Producer Price (USD/tonne),2020,2020,7021,Annual value,309
MYS,01/01/1991,31/12/1991,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,64
MYS,01/01/1992,31/12/1992,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,64
MYS,01/01/1993,31/12/1993,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,62
MYS,01/01/1994,31/12/1994,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,77
MYS,01/01/1995,31/12/1995,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,76
MYS,01/01/1996,31/12/1996,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,85
MYS,01/01/1997,31/12/1997,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,91
MYS,01/01/1998,31/12/1998,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,94
MYS,01/01/1999,31/12/1999,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,87
MYS,01/01/2000,31/12/2000,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,73
MYS,01/01/2001,31/12/2001,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,83
MYS,01/01/2002,31/12/2002,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,117
MYS,01/01/2003,31/12/2003,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,93
MYS,01/01/2004,31/12/2004,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,47
MYS,01/01/2005,31/12/2005,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,53
MYS,01/01/2006,31/12/2006,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,55
MYS,01/01/2007,31/12/2007,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,150
MYS,01/01/2008,31/12/2008,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,63
MYS,01/01/2009,31/12/2009,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,67
MYS,01/01/2010,31/12/2010,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,75
MYS,01/01/2011,31/12/2011,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,79
MYS,01/01/2012,31/12/2012,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,79
MYS,01/01/2013,31/12/2013,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,83
MYS,01/01/2014,31/12/2014,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,95
MYS,01/01/2015,31/12/2015,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,98
MYS,01/01/2016,31/12/2016,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,106
MYS,01/01/2017,31/12/2017,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,100
MYS,01/01/2018,31/12/2018,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,98
MYS,01/01/2019,31/12/2019,131,Malaysia,397,Cucumbers and gherkins,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,98
MYS,01/01/2004,31/12/2004,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,1300
MYS,01/01/2005,31/12/2005,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,1420
MYS,01/01/2006,31/12/2006,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,1250
MYS,01/01/2007,31/12/2007,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,1950
MYS,01/01/2008,31/12/2008,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,1750
MYS,01/01/2009,31/12/2009,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,1650
MYS,01/01/2010,31/12/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,1600
MYS,01/01/2010,31/01/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7001,January,2850
MYS,01/02/2010,28/02/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7002,February,2900
MYS,01/03/2010,31/03/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7003,March,2750
MYS,01/04/2010,30/04/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7004,April,2650
MYS,01/05/2010,31/05/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7005,May,2600
MYS,01/06/2010,30/06/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7006,June,2300
MYS,01/07/2010,31/07/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7007,July,2150
MYS,01/08/2010,31/08/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7008,August,2150
MYS,01/09/2010,30/09/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7009,September,2050
MYS,01/10/2010,31/10/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7010,October,2250
MYS,01/11/2010,30/11/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7011,November,2550
MYS,01/12/2010,31/12/2010,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2010,2010,7012,December,2600
MYS,01/01/2011,31/12/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,2050
MYS,01/01/2011,31/01/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7001,January,2250
MYS,01/02/2011,28/02/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7002,February,2350
MYS,01/03/2011,31/03/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7003,March,2250
MYS,01/04/2011,30/04/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7004,April,2250
MYS,01/05/2011,31/05/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7005,May,2150
MYS,01/06/2011,30/06/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7006,June,2050
MYS,01/07/2011,31/07/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7007,July,1950
MYS,01/08/2011,31/08/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7008,August,1850
MYS,01/09/2011,30/09/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7009,September,1750
MYS,01/10/2011,31/10/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7010,October,1800
MYS,01/11/2011,30/11/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7011,November,1950
MYS,01/12/2011,31/12/2011,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7012,December,1900
MYS,01/01/2012,31/12/2012,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,2350
MYS,01/01/2012,31/01/2012,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7001,January,2700
MYS,01/02/2012,29/02/2012,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7002,February,2850
MYS,01/03/2012,31/03/2012,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7003,March,2400
MYS,01/04/2012,30/04/2012,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7004,April,2400
MYS,01/05/2012,31/05/2012,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7005,May,2300
MYS,01/06/2012,30/06/2012,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7006,June,2350
MYS,01/07/2012,31/07/2012,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7007,July,2250
MYS,01/08/2012,31/08/2012,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7008,August,2300
MYS,01/09/2012,30/09/2012,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7009,September,2200
MYS,01/10/2012,31/10/2012,131,Malaysia,399,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7010,October,2000
